Lon,Lat,Station_name,Station_id,Time,Year,MAM,JJA,SON,DJF,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,
121.740475,25.133314,KEELUNG,466940,1897,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1898,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1899,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1900,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1901,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1902,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1903,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1904,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1905,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1906,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1907,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1908,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1909,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1910,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1911,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1912,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1913,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1914,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1915,-99.9,-99.9,-99.9,-99.9,16.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1916,22.1,20.3,27.8,23.5,15.4,16.6,15.9,15.5,20.9,24.5,26.9,28.6,27.8,27.1,23.3,20.1,17.6,
121.740475,25.133314,KEELUNG,466940,1917,21.0,19.1,27.4,22.9,13.9,14.1,14.4,15.5,19.6,22.4,27.0,27.2,28.1,26.9,22.9,19.0,14.8,
121.740475,25.133314,KEELUNG,466940,1918,21.2,19.6,27.1,22.8,16.0,12.4,14.6,15.7,20.6,22.6,26.3,27.8,27.3,25.6,22.6,20.2,18.2,
121.740475,25.133314,KEELUNG,466940,1919,21.6,20.5,28.1,22.4,15.5,15.1,14.7,17.7,20.6,23.3,27.5,28.6,28.2,25.3,22.3,19.5,16.1,
121.740475,25.133314,KEELUNG,466940,1920,21.7,19.3,27.2,24.1,16.6,15.0,15.4,16.5,18.8,22.5,25.9,27.6,28.2,27.2,24.0,21.2,18.3,
121.740475,25.133314,KEELUNG,466940,1921,21.7,20.4,27.5,22.6,16.4,16.1,15.4,16.7,21.3,23.1,26.5,27.6,28.4,25.8,22.5,19.6,17.2,
121.740475,25.133314,KEELUNG,466940,1922,21.7,20.2,27.5,22.9,15.5,15.6,16.4,16.6,20.3,23.9,26.2,28.3,27.9,26.1,23.2,19.3,16.8,
121.740475,25.133314,KEELUNG,466940,1923,21.7,20.8,27.2,23.0,16.2,15.4,14.3,18.0,20.5,24.0,25.8,28.3,27.5,25.6,22.9,20.7,16.9,
121.740475,25.133314,KEELUNG,466940,1924,21.7,20.4,27.0,23.2,15.4,16.2,15.3,15.9,20.4,24.9,25.5,28.1,27.4,26.3,23.9,19.4,16.6,
121.740475,25.133314,KEELUNG,466940,1925,21.4,19.6,27.5,23.0,15.7,15.1,14.4,17.3,17.6,23.8,26.6,27.9,27.9,25.7,22.7,20.6,16.5,
121.740475,25.133314,KEELUNG,466940,1926,21.6,19.8,27.4,23.4,15.3,15.3,15.4,16.1,19.1,24.0,24.9,28.6,28.5,27.1,22.7,20.4,16.5,
121.740475,25.133314,KEELUNG,466940,1927,21.4,19.1,27.3,23.4,16.5,14.8,14.4,15.8,18.9,22.6,25.7,27.8,28.3,25.7,23.4,21.1,17.9,
121.740475,25.133314,KEELUNG,466940,1928,21.6,20.3,26.9,22.9,16.2,16.4,15.1,17.2,20.1,23.6,25.0,28.5,27.2,26.0,22.4,20.3,17.7,
121.740475,25.133314,KEELUNG,466940,1929,21.7,20.1,27.4,22.8,16.3,16.0,14.9,16.9,19.7,23.6,27.0,27.7,27.4,25.7,23.3,19.2,18.1,
121.740475,25.133314,KEELUNG,466940,1930,22.1,21.4,27.4,23.2,16.3,14.5,16.5,17.2,22.3,24.8,26.4,27.9,28.0,26.6,23.0,19.8,17.6,
121.740475,25.133314,KEELUNG,466940,1931,21.9,20.3,27.4,23.5,15.7,15.7,15.6,16.7,20.4,23.9,26.1,28.1,28.0,27.2,22.4,21.2,17.3,
121.740475,25.133314,KEELUNG,466940,1932,21.7,20.7,27.7,22.8,15.8,15.8,13.7,16.4,20.5,25.0,26.5,28.4,28.2,25.6,22.7,20.1,17.0,
121.740475,25.133314,KEELUNG,466940,1933,22.1,20.6,27.9,23.6,15.5,14.6,16.0,16.4,21.2,24.2,26.9,28.0,28.7,27.2,23.3,20.2,17.7,
121.740475,25.133314,KEELUNG,466940,1934,21.6,19.8,27.6,23.3,16.2,13.6,15.2,16.5,19.4,23.4,26.1,28.1,28.6,27.5,22.9,19.5,18.2,
121.740475,25.133314,KEELUNG,466940,1935,21.9,20.7,27.1,23.8,15.5,14.8,15.6,17.9,20.1,24.0,26.0,28.0,27.2,25.3,24.6,21.5,16.8,
121.740475,25.133314,KEELUNG,466940,1936,21.6,19.2,28.1,23.1,16.5,14.6,14.9,15.0,19.9,22.7,26.9,29.0,28.3,26.3,22.6,20.3,18.0,
121.740475,25.133314,KEELUNG,466940,1937,22.3,20.6,27.5,24.7,16.2,16.5,14.9,17.5,20.3,24.1,26.0,28.7,27.8,27.7,24.9,21.4,17.1,
121.740475,25.133314,KEELUNG,466940,1938,22.3,21.0,28.1,23.6,16.4,15.9,15.5,17.0,21.0,24.8,28.4,28.4,27.6,26.4,24.8,19.6,17.8,
121.740475,25.133314,KEELUNG,466940,1939,21.6,19.9,27.0,23.2,16.0,16.0,15.3,16.6,19.7,23.3,25.9,27.2,27.8,26.1,23.4,20.2,16.9,
121.740475,25.133314,KEELUNG,466940,1940,21.6,19.1,27.1,23.6,17.1,15.7,15.5,15.8,19.2,22.3,25.6,28.1,27.7,26.0,24.1,20.7,18.1,
121.740475,25.133314,KEELUNG,466940,1941,22.4,20.5,28.0,23.8,16.7,16.5,16.4,17.7,20.1,23.9,26.5,28.6,28.9,26.5,23.8,21.0,18.6,
121.740475,25.133314,KEELUNG,466940,1942,22.3,21.5,27.9,23.8,15.5,15.6,15.8,19.0,21.3,24.1,27.1,28.2,28.3,26.7,24.1,20.5,16.4,
121.740475,25.133314,KEELUNG,466940,1943,21.9,20.9,26.9,23.9,16.5,14.7,15.3,18.0,20.3,24.2,26.3,27.1,27.2,27.2,24.0,20.5,17.9,
121.740475,25.133314,KEELUNG,466940,1944,22.0,20.3,27.5,24.7,14.5,16.5,15.1,16.4,20.4,24.2,25.5,28.8,28.1,27.7,24.4,22.1,15.2,
121.740475,25.133314,KEELUNG,466940,1945,20.6,19.9,27.8,-99.9,-99.9,14.5,13.7,16.6,20.6,22.7,26.6,28.9,-99.9,-99.9,-99.9,-99.9,-99.9,
121.740475,25.133314,KEELUNG,466940,1946,20.2,-99.9,-99.9,21.7,16.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,22.8,20.5,17.2,
121.740475,25.133314,KEELUNG,466940,1947,21.7,20.1,27.0,23.6,16.2,16.7,14.4,16.9,19.9,23.4,25.3,27.6,28.0,27.3,22.8,20.7,17.4,
121.740475,25.133314,KEELUNG,466940,1948,22.2,20.7,27.5,23.5,16.9,15.0,16.1,18.0,20.8,23.5,26.3,28.4,27.8,27.1,23.7,19.7,19.7,
121.740475,25.133314,KEELUNG,466940,1949,22.2,20.9,27.4,23.8,17.0,14.8,16.0,17.7,19.9,25.1,26.1,28.5,27.7,27.2,23.6,20.7,18.7,
121.740475,25.133314,KEELUNG,466940,1950,21.9,20.4,26.9,23.9,16.1,17.2,15.1,17.7,19.8,23.6,25.0,28.2,27.5,26.8,24.6,20.2,16.0,
121.740475,25.133314,KEELUNG,466940,1951,22.0,19.7,27.7,23.8,16.6,16.1,16.1,15.3,20.1,23.6,26.1,28.1,29.0,26.9,23.8,20.8,18.1,
121.740475,25.133314,KEELUNG,466940,1952,22.5,21.3,28.0,24.3,16.3,15.4,16.2,17.2,21.0,25.6,27.1,28.5,28.5,27.4,23.5,22.1,16.8,
121.740475,25.133314,KEELUNG,466940,1953,22.5,19.7,28.5,24.3,17.9,15.5,16.6,17.1,18.6,23.3,27.6,29.2,28.9,27.0,24.4,21.5,19.3,
121.740475,25.133314,KEELUNG,466940,1954,22.7,20.9,28.8,24.0,16.1,17.6,16.6,16.1,21.0,25.6,28.1,29.0,29.1,27.0,23.6,21.5,17.0,
121.740475,25.133314,KEELUNG,466940,1955,21.9,20.8,27.2,23.3,15.8,14.7,16.5,18.2,20.5,23.7,26.3,28.2,27.2,27.2,23.1,19.5,17.7,
121.740475,25.133314,KEELUNG,466940,1956,22.1,20.9,28.6,23.2,16.0,14.3,15.4,17.7,21.1,23.9,28.0,29.2,28.6,26.7,23.6,19.3,16.9,
121.740475,25.133314,KEELUNG,466940,1957,22.0,20.6,27.9,23.0,16.1,16.5,14.4,16.5,21.2,24.1,26.2,29.0,28.6,26.0,22.3,20.8,18.2,
121.740475,25.133314,KEELUNG,466940,1958,22.3,21.8,27.4,23.6,16.7,15.0,15.2,18.9,22.4,24.2,25.7,28.0,28.4,27.0,23.4,20.3,18.5,
121.740475,25.133314,KEELUNG,466940,1959,22.6,21.5,28.2,23.8,17.3,14.2,17.6,18.5,21.8,24.2,26.9,28.7,28.9,26.9,23.5,21.1,19.0,
121.740475,25.133314,KEELUNG,466940,1960,22.6,21.4,27.9,24.3,15.9,16.2,16.8,20.2,20.3,23.5,27.3,29.0,27.3,27.5,24.1,21.3,17.0,
121.740475,25.133314,KEELUNG,466940,1961,22.7,21.0,28.6,24.7,16.2,15.4,15.3,17.9,21.3,23.9,27.9,28.7,29.0,27.5,24.6,21.9,18.5,
121.740475,25.133314,KEELUNG,466940,1962,22.1,20.5,28.1,23.8,14.6,14.1,15.8,17.3,20.3,24.0,27.0,29.1,28.3,27.1,23.7,20.5,17.3,
121.740475,25.133314,KEELUNG,466940,1963,22.1,21.8,27.8,24.1,16.3,12.2,14.2,17.3,21.8,26.3,26.4,28.1,28.7,27.4,23.4,21.6,17.4,
121.740475,25.133314,KEELUNG,466940,1964,22.5,21.1,28.1,24.4,16.7,16.2,15.3,16.8,22.7,23.9,26.3,29.5,28.5,28.2,24.9,20.2,17.1,
121.740475,25.133314,KEELUNG,466940,1965,22.2,20.3,27.3,24.0,17.5,16.2,16.6,16.8,20.5,23.5,25.5,28.2,28.2,26.0,24.1,22.0,17.9,
121.740475,25.133314,KEELUNG,466940,1966,22.5,21.9,27.4,23.3,16.2,16.9,17.7,19.9,21.7,24.2,25.5,28.5,28.0,24.9,23.4,21.5,18.0,
121.740475,25.133314,KEELUNG,466940,1967,22.1,21.5,28.1,23.5,14.4,15.1,15.4,18.1,21.2,25.2,26.6,28.8,28.8,25.9,23.1,21.4,14.9,
121.740475,25.133314,KEELUNG,466940,1968,21.8,20.2,27.3,23.5,17.1,15.1,13.1,17.1,19.8,23.8,25.3,28.1,28.4,26.5,23.0,21.1,19.4,
121.740475,25.133314,KEELUNG,466940,1969,21.9,20.9,27.5,23.1,15.9,16.5,15.1,16.8,20.9,24.8,25.0,28.9,28.3,27.1,22.5,19.8,16.7,
121.740475,25.133314,KEELUNG,466940,1970,22.1,19.7,27.8,24.2,16.2,14.9,16.3,15.8,18.9,24.5,26.1,28.7,28.5,27.7,24.2,20.6,18.2,
121.740475,25.133314,KEELUNG,466940,1971,22.1,20.5,28.5,23.2,16.6,14.4,15.9,17.2,20.8,23.6,27.9,29.2,28.4,26.7,22.8,20.1,17.9,
121.740475,25.133314,KEELUNG,466940,1972,21.7,20.1,26.8,23.3,17.0,16.8,15.1,16.8,19.7,23.7,26.5,27.5,26.4,25.6,23.4,20.7,17.4,
121.740475,25.133314,KEELUNG,466940,1973,22.3,21.7,27.6,23.6,15.2,16.0,17.6,18.3,22.7,24.1,26.4,28.4,28.0,27.3,23.9,19.6,15.3,
121.740475,25.133314,KEELUNG,466940,1974,21.9,20.6,27.3,23.5,16.3,15.7,14.4,16.0,21.2,24.7,26.1,28.1,27.6,25.9,24.0,20.7,18.2,
121.740475,25.133314,KEELUNG,466940,1975,22.1,20.8,27.7,24.3,15.6,15.4,15.3,17.0,22.3,23.2,26.3,28.5,28.1,27.7,25.2,19.9,15.7,
121.740475,25.133314,KEELUNG,466940,1976,21.7,20.4,27.6,22.6,15.6,15.2,15.8,16.3,20.2,24.6,26.4,27.7,28.7,25.6,23.6,18.7,17.5,
121.740475,25.133314,KEELUNG,466940,1977,22.6,22.0,28.2,23.8,16.3,15.2,14.1,18.4,22.7,24.9,27.0,29.2,28.3,27.0,24.4,20.0,19.0,
121.740475,25.133314,KEELUNG,466940,1978,22.1,20.4,28.5,23.6,17.3,14.7,15.1,17.3,20.8,23.2,27.2,29.2,29.0,27.3,23.5,20.1,17.9,
